"disease" "fee" "group" "count" "avg"
"6866" "肾绞痛" 1276224.93 745461.91 465 2744.56974193548
"3313" "急慢性肾功能衰竭" 1269999.59 742122.84 56 22678.5641071429
"3979" "早期胃癌" 1267129.17 833303.16 138 9182.09543478261
"2354" "子宫内膜恶性肿瘤" 1257290.04 852316.74 86 14619.651627907
"3042" "急性上消化道出血" 1250959.98 815047.54 76 16459.9997368421
"89" "三叉神经痛" 1248055.59 793774.84 127 9827.20937007874
"3613" "慢性阻塞性肺气肿性支气管炎伴急性加重" 1247959.05 922214.16 190 6568.20552631579
"5538" "移植肾功能不全" 1247720.92 974036.31 59 21147.8122033898
"733" "偏头痛" 1247611.88 869336.71 184 6780.49934782609
"5550" "突发性耳聋" 1233900.94 835721.07 145 8509.66165517241
"6124" "耳鸣" 1232483.19 863677.02 190 6486.75363157895
"2951" "心悸病" 1227732.36 908700.71 164 7486.17292682927
"3381" "感冒病" 1227338.45 859956.32 299 4104.81086956522
"9552" "食管恶性肿瘤 NOS" 1223174.95 866355.21 78 15681.7301282051
"7178" "胰腺癌病" 1216452.33 756258.81 49 24825.557755102
"3342" "恶性肿瘤个人史" 1206339.5 764199.13 65 18559.0692307692
"8544" "踝关节骨折" 1203823.45 792726.63 135 8917.21074074074
"3577" "慢性胆囊炎" 1202248.34 774402.44 189 6361.10232804233
"5238" "直肠良性肿瘤" 1202092.82 848030.83 49 24532.5065306122
"9942" "鼻恶性肿瘤" 1199441.37 846870.52 71 16893.5404225352
"9184" "面神经麻痹" 1198192.28 887608.21 167 7174.80407185629
"1631" "呕吐" 1193053.01 881433.31 203 5877.10842364532
"103" "上呼吸道疾病" 1192707.09 852084.51 244 4888.14381147541
"2930" "心功能不全" 1176677.26 846732.31 105 11206.4500952381
"1632" "呕吐病" 1174504.85 853191.07 147 7989.82891156463
"4372" "淋巴瘤性甲状腺瘤" 1160729.84 631528.71 81 14329.9980246914
"7405" "脑干出血" 1156910.43 753609.33 39 29664.37
"7708" "腰部扭伤" 1149811.29 814456.9 202 5692.1350990099
"1109" "前列腺炎性疾病" 1145982.98 782221.05 262 4373.98083969466
"7337" "脊椎病 NOS" 1141789.57 784272.07 301 3793.32083056478
"6523" "肥大性鼻炎" 1137978.3 669076.97 245 4644.8093877551
"5883" "结肠恶性肿瘤 NOS" 1136072.47 783327.44 97 11712.0873195876
"6651" "肺损伤" 1134812.57 447096.75 23 49339.6769565217
"720" "便秘(单纯性)(痉挛性)" 1129380.1 789934.32 150 7529.20066666667
"8349" "视网膜脱离伴视网膜断裂" 1128982.99 680570.25 72 15680.3193055556
"449" "乏力" 1125845.81 827547.58 151 7455.93251655629
"1285" "十二指肠恶性肿瘤" 1125396.01 704091.92 45 25008.8002222222
"3455" "慢性喘息性支气管炎" 1115547.96 859410.72 313 3564.05099041534
"7457" "脑肿物" 1111371.33 624191.37 28 39691.8332142857
"3799" "扩张型心肌病" 1109899.47 762216.58 87 12757.4651724138
"9261" "颅内占位性病变" 1092671.92 628501.62 58 18839.1710344828
"6061" "老年性骨质疏松" 1091873.42 833990.03 210 5199.39723809524
"9807" "高血压Ⅱ" 1088650.19 802457.55 313 3478.11562300319
"6723" "肺结核，痰镜检（+）" 1087444.98 703489.34 91 11949.9448351648
"2977" "心肌梗塞(急性) NOS" 1086950.76 775508.52 78 13935.2661538462
"7374" "脑内出血" 1082145.57 749557.49 135 8015.89311111111
"452" "乙型肝炎后肝硬化失代偿期" 1081169.36 671659.13 64 16893.27125
"6902" "胃原位癌" 1080457.78 713278.81 78 13852.0228205128
"7328" "脊柱骨折" 1077654.91 663992.13 46 23427.2806521739
"9132" "静脉炎" 1077046.76 698849.6 55 19582.6683636364
"6174" "肌瘤" 1077037.71 650108.42 69 15609.242173913
"418" "丹毒" 1075579.47 727022.04 159 6764.65075471698
"7955" "膝关节滑膜炎" 1075358.76 854623.42 249 4318.70987951807
"5470" "硬膜下血肿" 1069589.54 641189.79 38 28147.0931578947
"9963" "鼻窦炎" 1068506.08 696631.19 203 5263.57674876847
"2983" "心肌炎" 1065387.73 712673.47 226 4714.105
"9806" "高血压I" 1062778.16 729627.21 175 6073.01805714286
"8132" "药物性股骨头坏死" 1061283.5 571486.79 53 20024.2169811321
"2751" "帕金森氏综合症" 1056508.26 565029.49 63 16769.9723809524
"6868" "肾肿瘤" 1056373.53 593543.22 31 34076.565483871
"2459" "子宫颈鳞状上皮增生" 1047202.64 572663.39 74 14151.387027027
"6541" "肩关节脱位" 1044512.64 653148.88 98 10658.292244898
"8508" "跖骨骨折" 1043633.97 698735.64 206 5066.18432038835
"7915" "膀胱结石" 1043407.68 682653.67 118 8842.4379661017
"8262" "血管瘤" 1040846.87 592103.23 82 12693.2545121951
"6308" "肝原位癌" 1040602.72 703868.28 69 15081.1988405797
"9817" "高血压性心脏病及肾脏病" 1037729.82 614952.84 86 12066.6258139535
"7960" "膝关节痛" 1036479.6 776015.85 213 4866.1014084507
"9939" "鼻息肉" 1031682.96 673413.41 145 7115.05489655172
"4939" "病窦综合征" 1030016.17 713659.06 26 39616.0065384615
"8305" "褥疮" 1029558.4 760874.11 84 12256.6476190476
"3333" "恶性淋巴瘤" 1025631.87 678323.25 51 20110.4288235294
"4265" "泌尿道感染 NOS" 1025466.18 712920.38 378 2712.87349206349
"4348" "消化道恶性肿瘤" 1018729.08 710857.68 47 21675.0868085106
"2269" "女性盆腔炎性疾病" 1009777.73 684048.3 296 3411.41125
"2132" "大肠癌病" 1005341.4 661921.4 68 14784.4323529412
"3546" "慢性肺原性心脏病" 995237.83 754487.98 146 6816.69746575342
"6704" "肺结核" 993533.36 643703.96 103 9645.95495145631
"6745" "肺部阴影" 989277.79 681053.93 74 13368.6187837838
"7293" "脂肪瘤" 989113.66 590709.34 190 5205.86136842105
"1291" "十二指肠溃疡" 988729.8 688017.1 165 5992.30181818182
"6305" "肝功能异常" 973502.84 647122.78 148 6577.72189189189
"4127" "椎基底动脉供血不足" 967443.97 697122.33 254 3808.83452755906
"541" "乳腺(房)恶性肿瘤 NOS" 956310.8 667274.67 115 8315.74608695652
"7706" "腰腿痛" 952949.64 694440.45 177 5383.89627118644
"6818" "肾病" 951813.8 568442.08 64 14872.090625
"6725" "肺结节病" 945340.65 597172.73 41 23057.0890243902
"2063" "多发性脑梗死" 935025 682368.08 99 9444.69696969697
"6480" "股骨干骨折" 932587.51 563575.93 41 22746.0368292683
"5201" "直肠原位癌" 929277.79 594949.87 67 13869.817761194
"3060" "急性会厌炎" 928463.98 600008.14 271 3426.06634686347
"4644" "特指慢性阻塞性肺病" 925630.43 657994.96 104 8900.29259615385
"7134" "胫腓骨骨折" 913664.88 562269.91 69 13241.52
"9571" "食管肿瘤" 912134.52 540053.06 26 35082.0969230769
"3576" "慢性胃肠炎" 908292.41 651896.42 299 3037.76725752508
"6424" "肠炎" 908275.53 613658.25 203 4474.26369458128
"23" "2型糖尿病伴神经并发症" 905671.43 527377.73 63 14375.736984127
"4485" "滑膜炎" 905372.45 626445.78 145 6243.94793103448
"6312" "肝囊肿" 903551.49 566509.12 93 9715.60741935484
"8822" "银屑病[牛皮癣]" 902005.48 604504.37 96 9395.89041666667
"3989" "昏迷 NOS" 900284.33 659655.24 70 12861.2047142857
"239" "下肢水肿" 895898.72 671031.67 162 5530.23901234568
"3382" "感染" 895613.91 604186.93 113 7925.78681415929
"3083" "急性化脓性扁桃腺炎" 894194.87 581473.48 483 1851.33513457557
"2980" "心肌梗死前综合征" 890532.02 631620.61 31 28726.8393548387
"4517" "热性发热" 884325.16 669647.55 88 10049.1495454545
"7149" "胰头恶性肿瘤" 881983.02 576623.84 46 19173.5439130435
"7423" "脑栓塞" 881341.04 667970.44 64 13770.95375
"9559" "食管炎" 873439.62 581008.88 124 7043.86790322581
"9740" "髋关节病" 872768.79 484469.22 51 17113.1135294118
"4442" "混合痔手术" 872678.38 582985.12 193 4521.6496373057
"4216" "水肿" 871483.02 629145.74 111 7851.19837837838
"3555" "慢性肾炎" 868836.27 617364.62 142 6118.56528169014
"3635" "慢性鼻炎" 863106.28 599099.59 190 4542.66463157895
"5212" "直肠恶性肿瘤个人史" 859709.36 634418.93 96 8955.30583333333
"3514" "慢性盆腔炎" 857937.01 568425.43 348 2465.33623563218
"1400" "卵巢肿瘤" 856587.17 505031.57 54 15862.7253703704
"7495" "脑血管疾病" 855985.98 650271.66 116 7379.18948275862
"4856" "甲状腺良性肿瘤" 853098.04 542405.24 72 11848.5838888889
"9318" "颈椎关节强硬" 852872.05 648819.67 254 3357.76397637795
"5233" "直肠肿物" 845383.17 564694.37 52 16257.3686538462
"5650" "精神障碍" 845334.99 578979.72 57 14830.4384210526
"4875" "疝" 833684.76 547578.93 115 7249.43269565217
"3113" "急性咽炎" 832536.62 556809.93 273 3049.58468864469
"3545" "慢性肠炎" 831371.65 592408.37 175 4750.69514285714
"1449" "原因不明的发热" 825080.2 594770.94 178 4635.28202247191
"3542" "慢性肝炎" 818799.12 538614.28 79 10364.5458227848
"8026" "自发性气胸" 816522.86 543201.68 59 13839.3705084746
"695" "低血糖症" 815346.21 573799.93 122 6683.1656557377
"1041" "创伤后股骨头坏死" 815170.89 531534.87 42 19408.8307142857
"4129" "椎基底动脉综合征" 814260.63 580408.58 99 8224.85484848485
"2640" "尺骨骨折" 806559.01 548017.05 87 9270.79321839081
"2949" "心律失常[心律不齐；心律紊乱]" 806300.82 572400.57 193 4177.72445595855
"7042" "胆总管结石" 805779.57 534268.32 86 9369.52988372093
"7062" "胆管恶性肿瘤" 805257.42 570543.34 44 18301.305
"6005" "缺血性心肌病" 801585.34 578468.16 84 9542.68261904762
"7831" "腹膜炎" 798143.04 538288.34 69 11567.2904347826
"5442" "短暂性脑缺血[阿尔瓦雷斯氏综合征TIA]" 795543.37 606838.8 332 2396.21496987952
"968" "再生障碍性贫血" 794119.26 519431.78 34 23356.4488235294
"2179" "大隐静脉曲张" 793173.59 529349.44 95 8349.19568421053
"9187" "面肌痉挛" 792568.44 488323.68 78 10161.1338461538
"965" "内踝骨折" 784012.1 369194.09 33 23757.9424242424
"7701" "腰肌劳损" 782277.45 549505.16 154 5079.7237012987
"4252" "泌尿系统疾病" 782048.19 486321.83 78 10026.2588461538
"3591" "慢性荨麻疹" 778797.66 531424.49 142 5484.49056338028
"2777" "干燥综合征" 777070.76 545102.92 49 15858.5869387755
"5742" "红斑狼疮" 773274.71 514990.24 116 6666.16129310345
"9810" "高血压危象" 773048.43 559148.98 153 5052.60411764706
"8378" "角膜炎" 768958.89 453586.86 260 2957.53419230769
"6830" "肾癌病" 768496.48 438270.2 24 32020.6866666667
"9644" "骨盆骨折" 767145.62 531635.89 40 19178.6405
"2910" "强直性脊柱炎" 766764.04 429869.37 80 9584.5505
"2868" "异位妊娠" 765526.97 408807.31 148 5172.47952702703
"7418" "脑挫伤" 759168.81 503454.33 60 12652.8135
"3256" "急性荨麻疹" 757913.77 458216.43 210 3609.11319047619
"8788" "酒精性肝硬化" 757873.48 533721.1 133 5698.29684210526
"4852" "甲状腺肿物" 757552.85 476820.56 58 13061.2560344828
"878" "其他慢性阻塞性肺病" 755103.48 561369.12 112 6741.99535714286
"3553" "慢性肾功能衰竭，尿毒症期" 755095.55 557011.53 41 18416.9646341463
"2386" "子宫平滑肌瘤" 751260.74 429284.28 77 9756.63298701299
"6792" "肾囊肿病" 750798.78 461902.09 63 11917.440952381
"2222" "头部内伤病（开放性颅脑损伤）" 746785.5 495589.32 37 20183.3918918919
"3418" "慢性乙型病毒性肝炎" 746458.36 476874.49 66 11309.9751515152
"6996" "胆囊恶性肿瘤" 745254.88 512666.82 32 23289.215
"987" "冠状动脉粥样硬化" 745090.33 509380.32 83 8976.99192771084
"1584" "古典生物型霍乱" 744350.31 517479.06 238 3127.52231092437
"6867" "肾肿物" 744195.17 469474.62 52 14311.4455769231
"8992" "附件囊肿" 743995.68 443116.76 152 4894.70842105263
"2445" "子宫颈恶性肿瘤 NOS" 743247.82 530935.26 51 14573.4866666667
"8969" "阵发性心动过速" 741689.37 452063.96 43 17248.59
"6304" "肝功能不全" 741479.36 493883.7 75 9886.39146666667
"3327" "恶心和呕吐" 741329.76 529332.11 90 8236.99733333333
"6869" "肾脓肿" 740466.59 462484.35 71 10429.1069014084
"7416" "脑恶性肿瘤" 738843.9 508864.84 29 25477.375862069
"9665" "骨质疏松，伴病理性骨折" 738539.29 526820.41 86 8587.6661627907
"3229" "急性肾盂肾炎" 737841.29 504770.55 251 2939.60673306773
"558" "乳腺炎" 736786.82 424798.99 136 5417.55014705882
"4709" "特指脑梗死" 734014.31 455003.66 39 18820.8797435897
"9539" "食管上段恶性肿瘤" 733266.22 496303.47 65 11281.0187692308
"6854" "肾积水伴输尿管结石" 731284.81 445794.27 108 6771.15564814815
"650" "会厌囊肿" 727649.91 467842.3 94 7740.9564893617
"2390" "子宫恶性肿瘤 NOS" 726969.52 517182.33 49 14836.1126530612
"9687" "骨髓炎" 726549.91 386288.64 55 13209.9983636364
"3475" "慢性扁桃体炎" 726226.98 429679.72 133 5460.35323308271
"7492" "脑血管供血不足伴短暂性局灶性神经症状" 723401.98 526964.36 225 3215.11991111111
"2015" "外阴白斑" 722925.23 441394.14 128 5647.853359375
"3652" "房室传导阻滞" 722750.14 432575.16 15 48183.3426666667
"9183" "面神经疾患" 710699.78 524949.5 94 7560.63595744681
"569" "乳腺良性肿瘤" 709702.97 431833.13 67 10592.581641791
"6321" "肝恶性细胞瘤" 706792.93 448907.13 39 18122.8956410256
"7181" "胰腺肿瘤" 706235.41 364759.84 16 44139.713125
"6859" "肾移植状态" 705105.24 355341.93 24 29379.385
"3671" "扁桃体恶性肿瘤" 702893.31 516002.23 22 31949.6959090909
"5554" "窦性心动过速" 699103.72 419117.81 38 18397.4663157895
"859" "其他关节炎" 696179.19 471338.81 79 8812.39481012658
"6165" "肌无力" 694953.69 503922.04 70 9927.90985714286
"7657" "腰椎不稳定" 694432.51 504979.51 126 5511.36912698413
"8981" "阻塞性肺炎" 691583.04 495865.28 120 5763.192
"3556" "慢性肾炎综合征" 690893.6 479561.28 63 10966.5650793651
"521" "乳房肿块" 687542.1 393033.25 89 7725.19213483146
"6691" "肺炎链球菌感染" 686359.3 521304.22 78 8799.47820512821
"984" "冠状动脉狭窄" 681690.51 493379.44 40 17042.26275
"7489" "脑血栓形成" 680779.65 499012.97 134 5080.44514925373
"5504" "神经痛" 680641.87 452594.32 58 11735.2046551724
"4525" "焦虑状态" 679711.52 450051.66 82 8289.16487804878
"8800" "重型贫血" 678142.37 455738.4 77 8807.04376623377
"7590" "腔隙性脑梗塞" 676858.37 494151.12 104 6508.25355769231
"3090" "急性化脓性阑尾炎" 676247.64 422213.68 93 7271.48
"6637" "肺大泡" 675026.5 469025.29 42 16072.0595238095
"3492" "慢性活动性乙型肝炎" 674625.89 429972.16 101 6679.46425742574
"7918" "膀胱肿瘤" 673851.67 399150.3 32 21057.8646875
"3902" "支气管和肺恶性肿瘤" 673334.05 505551.08 38 17719.3171052632
"9164" "非胰岛素依赖Ⅱ型糖尿病" 670300.4 493371.31 185 3623.24540540541
"4686" "特指细菌性肺炎" 669692.87 395194.82 47 14248.7844680851
"2094" "多形红斑" 669295.2 445765.46 110 6084.50181818182
"7014" "胆囊结石伴急性胆囊炎(胆石症伴急性胆囊炎)" 668766.93 414667.96 141 4743.02787234043
"7398" "脑外伤后综合征" 667939.99 443392.97 56 11927.4998214286
"6894" "胃出血" 666681.12 413363.92 99 6734.15272727273
"3310" "急性鼻窦炎" 666498.21 467099.53 202 3299.49608910891
"7264" "胸部损伤" 666494.78 497280.93 56 11901.6925
"7671" "腰椎椎间盘炎" 665232.81 417515.31 62 10729.5614516129
"3516" "慢性直肠炎" 664980.6 449912.82 126 5277.62380952381
"6917" "胃恶性肿瘤史" 664533.59 454228.94 48 13844.4497916667
"3912" "支气管扩张伴感染" 659653.39 437654.68 53 12446.2903773585
"4464" "溃疡性结肠炎" 658511.64 441945.62 89 7399.00719101124
"5551" "突发性耳聋[特发性聋]" 658149.19 441226.91 104 6328.35759615385
"7249" "胸膜炎" 657255.51 462052.41 154 4267.89292207792
"1082" "创伤性面瘫" 656915.84 469570.4 119 5520.30117647059
"7360" "脊髓空洞症" 655673.29 411855.79 21 31222.5376190476
"3450" "慢性咽炎" 649911.58 444655.56 177 3671.81683615819
"1959" "外源性支气管哮喘" 647799.6 457106.14 83 7804.81445783132
"641" "代谢性白内障" 646506.09 358939.54 94 6877.72436170213
"6592" "肱骨外科颈骨折" 646498.74 427751.88 71 9105.61605633803
"4351" "消化道穿孔" 645362.72 441569.37 27 23902.322962963
"3118" "急性喘息性支气管炎" 644645.14 473167.9 220 2930.20518181818
"9001" "附睾炎" 640394.32 422804.19 143 4478.28195804196
"4764" "玻璃体出血" 639866.19 373846.76 73 8765.2902739726
"6695" "肺病 NOS" 639418.72 481544.41 74 8640.79351351351
"5229" "直肠继发恶性肿瘤" 637174.86 369545 33 19308.3290909091
"216" "下肢动脉硬化闭塞症" 636591.18 450684.43 27 23577.4511111111
"1677" "咳嗽病" 636261.77 448807.52 127 5009.93519685039
"6509" "肢体麻木" 635983.93 458176.14 69 9217.1584057971
"4526" "焦虑障碍" 634742.49 413984.42 82 7740.76207317073
"6128" "耳鼻喉癌病（舌癌病）" 633798.31 355441.43 36 17605.5086111111
"2799" "广泛性焦虑障碍" 632806.31 417361.87 85 7444.78011764706
"330" "不稳定性心绞痛" 631725.14 492563.58 131 4822.3293129771
"3963" "施明克氏癌(鼻咽癌)" 629252.68 482385.44 72 8739.62055555556
"4217" "水肿 NOS" 625728.28 452102.71 110 5688.43890909091
"7384" "脑动脉硬化" 625473.92 468315.46 151 4142.21139072848
"8641" "软组织疾患" 618929.14 404666.41 95 6515.04357894737
"8343" "视网膜特指疾患" 618745.43 371139.97 46 13450.9876086957
"5605" "类风湿性膝关节关节炎" 617340.69 304078.58 38 16245.8076315789
"4847" "甲状腺结节" 615914.07 384100.9 43 14323.5830232558
"8229" "血栓性外痔" 615414.78 424979.96 214 2875.77
"7979" "膝滑膜炎" 613246.97 469439.59 182 3369.48884615385
"4219" "水肿病" 612123.61 458948.87 71 8621.45929577465
"4995" "癌" 610359.78 452610.74 54 11302.9588888889
"6731" "肺胀病" 610266.89 452980.53 61 10004.3752459016
"3607" "慢性阑尾炎" 609217.14 401604.66 134 4546.39656716418
"8536" "踝关节扭伤" 608859.39 383043.37 98 6212.85091836735
"6381" "肝肿瘤" 608243.65 363011.48 19 32012.8236842105
"6630" "肺占位性病变" 607428.25 416936.79 29 20945.8017241379
"546" "乳腺囊肿" 604515.59 386414.76 84 7196.61416666667
"6020" "翼状胬肉" 602901.99 366190 188 3206.9254787234
"7444" "脑瘤病" 601066.59 387866 17 35356.8582352941
"5280" "眼底出血" 600553.08 386060.85 138 4351.83391304348
"2201" "头痛病" 600381.65 425469.38 127 4727.41456692913
"9138" "非何杰金氏淋巴瘤 (M95910/3)" 599859.86 379660.71 37 16212.4286486486
"3616" "慢性阻塞性肺病伴急性下呼吸道感染" 599555.63 369584.26 65 9223.93276923077
"8967" "阵发性室上性心动过速" 596552.41 325417.24 32 18642.2628125
"2757" "带状疱疹 NOS" 595898.68 407808.72 136 4381.60794117647
"1659" "呼吸衰竭 NOS" 594594.01 458497.05 43 13827.7676744186
"7909" "膀胱炎" 594270.37 403724.29 133 4468.19827067669
"9801" "高脂血症" 593900.23 407662 93 6386.02397849462
"547" "乳腺增生" 592578.13 363176.01 82 7226.56256097561
"690" "低血压" 592526.35 409839.08 152 3898.19967105263
"3006" "心脏瓣膜病" 592033.33 376594.98 28 21144.0475
"7699" "腰痛病" 589629.69 422114.43 85 6936.81988235294
"7691" "腰椎间盘退行性病变" 589021.77 411874.87 79 7455.9717721519
"9050" "陈旧性腰椎骨折" 588131.02 412820.58 60 9802.18366666667
"166" "上腹痛" 586390.2 399674 143 4100.63076923077
"3131" "急性多壁心肌梗死" 584894.83 315879.59 13 44991.91
"3182" "急性特发性胰腺炎" 584801.92 361188.82 25 23392.0768
"3592" "慢性萎缩性胃炎" 584740.7 422743.97 114 5129.30438596491
"2073" "多发性骨髓瘤 (C90.0)" 583603.93 401957.75 58 10062.1367241379
"5900" "结肠肿物" 580252.94 417915.07 51 11377.508627451
"1725" "哮喘性支气管炎" 579655.64 405361.16 139 4170.18446043165
